"","address","city","state","zip","longitude","latitude"
"1507","1605 East Saddleback Blvd","Lake Point","UT","84074",-112.2679,40.6855
"1508","991 N 400 W","Layton","UT","84041",-111.9745,41.0751
"1509","101 N 1200th East","Lehi","UT","84043",-111.8269,40.389
"1510","1045 N Main St","Logan","UT","84341",-111.8345,41.7509
"1511","401 W 7200 S","Midvale","UT","84047",-111.9013,40.6207
"1512","7051 S 1300 E","Midvale","UT","84047",-111.8556,40.6232
"1513","989 N Hwy 191","Moab","UT","84532",-109.5608,38.5887
"1514","420 W 4500 S","Murray","UT","84123",-111.9034,40.6745
"1515","1597 S Main St","Nephi","UT","84648",-111.8371,39.6872
"1516","1250 Washington Blvd","Ogden","UT","84404",-111.97,41.2435
"1517","485 N State St","Orem","UT","84057",-111.6989,40.3061
"1518","1680 N 200 W","Provo","UT","84601",-111.7638,40.0411
"1519","5805 S Harrison Blvd","S Ogden","UT","84403",-111.9397,41.1577
"1520","1525 S State St","Salina","UT","84654",-111.8546,38.9353
"1521","250 W 500 S","Salt Lake City","UT","84101",-111.8984,40.7585
"1522","2025 S 900 W","Salt Lake City","UT","84104",-111.9169,40.7269
"1523","1701 West N Temple","Salt Lake City","UT","84116",-111.9403,40.7711
"1524","11575 South 4000 West","South Jordan","UT","84095",-111.9863,40.541
"1525","592 Kirby Lane","Spanish Fork","UT","84660",-111.6447,40.1256
"1526","1460 N 1750 W","Springville","UT","84663",-111.6423,40.1856
"1527","1215 S Main St","St George","UT","84770",-113.5836,37.0876
"1528","155 N 1000 East St","St George","UT","84770",-113.5621,37.1102
"1529","925 N Main St","Tooele","UT","84074",-112.2982,40.5488
"1530","2341 W Main St","Tremonton","UT","84337",-112.201,41.7109
"1531","2097 W Highway 40","Vernal","UT","84078",-109.4994,40.4249
"1532","1172 W 2100 St","West Haven","UT","84401",-112.0073,41.2283
"1533","7214 Richmond Hwy","Alexandria","VA","22306",-77.0842,38.7609
"1534","1401 Tintern St","Chesapeake","VA","23320",-76.2536,36.7652
"1535","12441 Redwater Creek Rd","Chester","VA","23831",-77.4082,37.3554
"1536","1530 Rest Church Rd","Clear Brook","VA","22624",-78.0879,39.2914
"1537","801 South Ave","Colonial Heights","VA","23834",-77.3929,37.2446
"1538","2861 Dale Blvd","Dale City","VA","22193",-77.3001,38.6271
"1539","16102 Theme Parkway","Doswell","VA","23047",-77.4506,37.8426
"1540","10473 Lee Hwy","Fairfax","VA","22030",-77.3065,38.8585
"1541","5325 Jefferson Davis","Fredericksburg","VA","22408",-77.499,38.2458
"1542","139 Factory Outlet Dr","Ft Chiswell","VA","24360",-80.9468,36.9452
"1543","1040 W Mercury Blvd","Hampton","VA","23666",-76.3819,37.0432
"1544","5111 Oaklawn Blvd","Hopewell","VA","23860",-77.3243,37.2623
"1545","8201 Sudley Rd","Manassas","VA","20109",-77.5063,38.7775
"1546","250 Conicville Blvd","Mt Jackson","VA","22842",-78.6304,38.7605
"1547","6598 W Broad Street","Richmond","VA","23230",-77.5146,37.6004
"1548","11161 Research Plaza Way","Richmond","VA","23236",-77.6007,37.5051
"1549","3429 Orange Ave","Roanoke","VA","24012",-79.8925,37.3026
"1550","24279 Roger Clark Blvd","Ruther Glen","VA","22546",-77.4744,37.9341
"1551","2039 W Main St","Salem","VA","24153",-80.0931,37.2879
"1552","10404 Blue Star Hwy","Stony Creek","VA","23882",-77.3943,36.9778
"1553","119 Hite Lane","Strasburg","VA","22657",-78.3366,39.0034
"1554","3337 Virginia Beach","Virginia Beach","VA","23452",-76.0883,36.8417
"1555","198 Newtown Rd","Virginia Beach","VA","23462",-76.1851,36.8438
"1556","7323 Comfort Inn Drive","Warrenton","VA","20187",-77.7733,38.7322
"1557","409 Bypass Rd","Williamsburg","VA","23185",-76.7112,37.2846
"1558","1601 Martinsburg","Winchester","VA","22603",-78.1409,39.2162
"1559","13775 Jeff Davis Hwy","Woodbridge","VA","22191",-77.2555,38.6528
"1560","3249 Chapman Road","Wytheville","VA","24382",-80.9931,36.9365
"1561","361 S Main St, Us Rt 7 So","Rutland","VT","05701",-72.9678,43.584
"1562","730 Shelburne Rd","South Burlington","VT","05403",-73.2095,44.4458
"1563","418 W Heron St","Aberdeen","WA","98520",-123.8208,46.9715
"1564","2202 State Rt 530 Ne","Arlington","WA","98223",-122.1987,48.188
"1565","521 Auburn Way S","Auburn","WA","98002",-122.2256,47.3029
"1566","2233 148th Ave Ne","Bellevue","WA","98007",-122.1431,47.6302
"1567","161 Telegraph Rd","Bellingham","WA","98226",-122.4854,48.7844
"1568","20805 State Route 410 E","Bonney Lake","WA","98391",-122.2513,47.2006
"1569","22833 Bothell Hwy Se","Bothell","WA","98021",-122.2171,47.7905
"1570","5004 Kitsap Way","Bremerton","WA","98312",-122.6824,47.5696
"1571","1052a Harrison Ave","Centralia","WA","98531",-122.9791,46.7281
"1572","118 Interstate Ave","Chehalis","WA","98532",-122.9567,46.6473
"1573","8431 244th St Sw","Edmonds","WA","98026",-122.3466,47.7778
"1574","2903 Pacific Ave","Everett","WA","98201",-122.1925,47.9767
"1575","132 128 St Sw","Everett","WA","98204",-122.2357,47.8819
"1576","8417 Evergreen Way","Everett","WA","98208",-122.2285,47.9214
"1577","2132 S 320th St","Federal Way","WA","98003",-122.306,47.3151
"1578","34726 S 16th","Federal Way","WA","98003",-122.3135,47.2903
"1579","5720 Barrett Rd","Ferndale","WA","98248",-122.5735,48.8487
"1580","5110 Pacific Hwy E","Fife","WA","98424",-122.3605,47.2431
"1581","110 Kelso Dr","Kelso","WA","98626",-122.8958,46.1451
"1582","2801 W Kennewick","Kennewick","WA","99336",-119.159,46.2095
"1583","1246 North Central Ave","Kent","WA","98032",-122.2281,47.3951
"1584","12106 Ne 124th","Kirkland","WA","98034",-122.1798,47.7093
"1585","108 College Street Se","Lacey","WA","98516",-122.8232,47.0485
"1586","4109 196th Place","Lynnwood","WA","98036",-122.2885,47.821
"1587","18824 State Rt 2","Monroe","WA","98272",-121.9773,47.8609
"1588","1590 E Yonezawa Blvd","Moses Lake","WA","98837",-119.2521,47.1061
"1589","100 East College Way","Mt Vernon","WA","98273",-122.3392,48.4359
"1590","626 S Hill Park Dr","Puyallup","WA","98373",-122.3012,47.1619
"1591","16515 Meridian Ave E","Puyallup","WA","98375",-122.2934,47.1056
"1592","4750 Ne Lk Washington","Renton","WA","98056",-122.1962,47.5337
"1593","1301a George Washington Way","Richland","WA","99354",-119.2743,46.2865
"1594","17206 Pacific Hwy","Seatac","WA","98188",-122.2963,47.4485
"1595","18623 Pacific Hwy South","Seatac","WA","98188",-122.2957,47.4361
"1596","2762 4th Avenue S","Seattle","WA","98134",-122.3291,47.5791
"1597","14821 First Ave South","Seattle","WA","98168",-122.3339,47.4701
"1598","E 301 Wallace-Kneeland Blvd","Shelton","WA","98584",-123.1258,47.2312
"1599","20420 Mountain Highway","Spanaway","WA","98387",-122.4195,47.072
"1600","North 6 Pines","Spokane","WA","99206",-117.2394,47.6575
"1601","3525 N Division St","Spokane","WA","99207",-117.4113,47.6903
"1602","2022 N Argonne Rd","Spokane","WA","99212",-117.2828,47.6758
"1603","3711 S Geiger Blvd","Spokane","WA","99224",-117.5072,47.6212
"1604","5924 6th Ave","Tacoma","WA","98406",-122.5162,47.2554
"1605","10802 Pacific Ave South","Tacoma","WA","98444",-122.4342,47.1593
"1606","8614 S Hosmer","Tacoma","WA","98444",-122.4632,47.1791
"1607","11755 Pacific Highway","Tacoma","WA","98499",-122.5027,47.1503
"1608","6112 100th St Sw","Tacoma","WA","98499",-122.5194,47.1667
"1609","2603 Rudkin Rd","Union Gap","WA","98903",-120.4752,46.563
"1610","1337 N Wenatchee Ave","Wenatchee","WA","98801",-120.3252,47.4414
"1611","1012 N 40th Ave","Yakima","WA","98908",-120.5609,46.6146
"1612","3470 West College Avenue","Appleton","WI","54914",-88.4581,44.2621
"1613","780 Hwy 54","Black River Falls","WI","54615",-90.8568,44.2946
"1614","2894 S Oneida Street","Green Bay","WI","54303",-88.0764,44.4707
"1615","4695 S 108th St","Greenfield","WI","53228",-88.048,42.9593
"1616","1000 Gateway Blvd","Hudson","WI","54016",-92.7234,44.9596
"1617","2020 Milton Ave","Janesville","WI","53545",-89.005,42.7069
"1618","1090 Wisconsin Dells Pkwy S","Lake Delton","WI","53940",-89.7932,43.6017
"1619","1798 Thierer Road","Madison","WI","53704",-89.3143,43.1236
"1620","433 S Gammon Road","Madison","WI","53719",-89.5027,43.0586
"1621","611 Gateway Avenue","Mauston","WI","53948",-90.0612,43.7967
"1622","1827 N Broadway St","Menomonie","WI","54751",-91.9322,44.9032
"1623","4925 S Howell Avenue","Milwaukee","WI","53207",-87.9098,42.955
"1624","3801 S 27th Street","Milwaukee","WI","53221",-87.9485,42.9757
"1625","7822 W Capitol Dr","Milwaukee","WI","53222",-88.01,43.09
"1626","8001 W Brown Deer Road","Milwaukee","WI","53223",-88.0089,43.1778
"1627","1201 E Broadway","Monona","WI","53716",-89.312,43.0482
"1628","9650 South 20th Street","Oak Creek","WI","53154",-87.9423,42.8692
"1629","2801 N Grandview Boulevard","Pewaukee","WI","53072",-88.2559,43.0425
"1630","5501 Washington Avenue","Racine","WI","53406",-87.8463,42.7188
"1631","1500 County Hwy Xx","Rothschild","WI","54474",-89.616,44.8583
"1632","310 E McCoy Blvd","Tomah","WI","54660",-90.5016,44.0181
"1633","2300 W St Paul Ave","Waukesha","WI","53188",-88.2647,42.9913
"1634","11155 West North Avenue","Wauwatosa","WI","53226",-88.0523,43.0597
"1635","531 Hwy 128","Wilson","WI","54027",-92.1955,44.935
"1636","600 S Frontage Rd","Wisconsin Dells","WI","53965",-89.7936,43.6232
"1637","489 Emily Dr","Clarksburg","WV","26301",-80.2778,39.2804
"1638","Rr3 Box 3188","Keyser","WV","26726",-78.977,39.4382
"1639","100 Hornbeck Road","Morgantown","WV","26508",-79.9584,39.5818
"1640","4220 Hospitality Lane","Casper","WY","82609",-106.2728,42.8518
"1641","2250 Etchepare Dr","Cheyenne","WY","82007",-104.8529,41.099
"1642","#1 Flying J Way","Rawlins","WY","82301",-107.234,41.7859
"1643","650 Stagecoach Dr","Rock Springs","WY","82901",-109.24,41.6052
